LICENSE_NO,BUSINESS_NAME,LEGAL_STRUCTURE,LICENSE_TYPE,RECORD_STATUS,EXPIRATION_DATE,EXPIRATION_STATUS,MUNICIPALITY,MANAGER_NAME,DBA,OFF_CATEGORY,ON_CATEGORY,OFF_TYPE,ON_TYPE,LICENSEE_CLASS,TRANSFER_FROM,TRANSFER_METHOD,LIC_HISTORY_BUSINESS_NAME,LICENSE_ISSUE_DATE,SPECIAL_LEGISLATION,CHAPTER,OF_THE_ACT,ST_NO,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,FULL_PREMISE_ADDRESS,BUSINESS_ADDRESS
00036-CL-0010,Adams Turners Inc,Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,VIRGINIA FULLER,,,All Alcoholic Beverages,,Club,Annual,,,,36846.0,No,,,6,Turners Avenue,,Adams,MA,01220,"6 Turners Avenue , Adams, MA 01220","6 Turners Avenue , Adams, MA 01220"
00008-RS-0010,Nicholas Enterprises Inc,Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,David W Nicholas,BOUNTI FARE RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,37550.0,Yes,386,2004,200,Howland Avenue,,Adams,MA,01220,"200 Howland Avenue , Adams, MA 01220","200 Howland Avenue , Adams, MA 01220"
00042-RS-0010,BASCOM LODGE GROUP LLC,Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,JOHN DUDEK,BASCOM LODGE,,Wines and Malt,,Restaurant,Annual,,,,40324.0,No,,,1,Summit Road,,Adams,MA,01220,"1 Summit Road , Adams, MA 01220","1 Summit Road , Adams, MA 01220"
00001-CL-0010,"The Mountain Club, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,Lea Cudworth,Mountain Club,,All Alcoholic Beverages,,Club,Annual,,,,42214.0,No,,,6,Anthony Street,,Adams,MA,01220,"6 Anthony Street , Adams, MA 01220","6 Anthony Street , Adams, MA 01220"
00007-CL-0010,Forest Park Country Club Inc,Association,On Premise Retail,Issued,46387.0,Active,ADAMS,Bruce Cardin,FOREST PARK COUNTRY CLUB,,All Alcoholic Beverages,,Club,Annual,,,,42234.0,No,,,41,Forest Park Avenue,,Adams,MA,01220,"41 Forest Park Avenue , Adams, MA 01220","41 Forest Park Avenue , Adams, MA 01220"
02848-RS-0010,"AJ's Trailside Pub, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,Benjamin Arthur Hansen,AJ's Trailside Pub,,All Alcoholic Beverages,,Restaurant,Annual,00014-RS-0010,Purchase,Allmar Enterprises Inc,42683.0,No,,,12,Pleasant Street,,Adams,MA,01220,"12 Pleasant Street , Adams, MA 01220","12 Pleasant Street , Adams, MA 01220"
03436-RS-0010,"Yun Lin Food Service, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,ADAMS,Xing Li,Lee's Dynasty Asian Fusion,,Wines and Malt,,Restaurant,Annual,,,,42913.0,No,,,131,Columbia Street,,Adams,MA,01220,"131 Columbia Street , Adams, MA 01220","131 Columbia Street , Adams, MA 01220"
89165-PK-0010,TRI Petroleum LLC,LLC,Off Premise Retail,Issued,46387.0,Active,ADAMS,ANN MARIE RACINE,Mobil,Wines and Malt,,Convenience Store,,Annual,,,,43011.0,No,,,160,Howland Ave,,Adams,MA,01220,"160 Howland Ave , Adams, MA 01220","160 Howland Ave , Adams, MA 01220"
04778-RS-0010,STACY VARELLAS,Sole Proprietor,On Premise Retail,Issued,46387.0,Active,ADAMS,STACY VARELLAS,PIZZA HOUSE,,Wines and Malt,,Restaurant,Annual,00030-RS-0010,,James S Varellas,43549.0,No,,,26,Hoosac Street,,Adams,MA,01220,"26 Hoosac Street , Adams, MA 01220","26 Hoosac Street , Adams, MA 01220"
89581-PK-0010,Ambnik LLC,LLC,Off Premise Retail,Issued,46387.0,Active,ADAMS,Vandana Kumari Sharma,Val's Variety,All Alcoholic Beverages,,Package Store,,Annual,00020-PK-0010,,Lampiasi Inc,43623.0,No,,,5,Columbia Street,,Adams,MA,01220,"5 Columbia Street , Adams, MA 01220","5 Columbia Street , Adams, MA 01220"
05263-RS-0010,PINE BROOK PUB LLC,LLC,On Premise Retail,Issued,46387.0,Active,ADAMS,TRENT A. SHAFER,,,All Alcoholic Beverages,,Restaurant,Annual,00004-RS-0010,,Densue Inc,43755.0,No,,,128,Columbia Street,,Adams,MA,01220,"128 Columbia Street , Adams, MA 01220","128 Columbia Street , Adams, MA 01220"
89897-PK-0010,Aneeliquor Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,ADAMS,Robert Walker,O'Geary's Package Store,All Alcoholic Beverages,,Package Store,,Annual,00024-PK-0010,,Ogearys Package Store Inc,44153.0,No,,,60,Commercial Street,,Adams,MA,01220,"60 Commercial Street , Adams, MA 01220","60 Commercial Street , Adams, MA 01220"
90135-PK-0010,Mahant Oasis Liquors Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,ADAMS,Raj Patel,Oasis Liquor Store,All Alcoholic Beverages,,Package Store,,Annual,89504-PK-0010,,MAZVAR INC.,44516.0,No,,,35,Spring Street,,Adams,MA,01220,"35 Spring Street , Adams, MA 01220","35 Spring Street , Adams, MA 01220"
90859-PK-0010,DANMAN LLC,LLC,Off Premise Retail,Issued,46387.0,Active,ADAMS,MICHAEL O'GRADY,,Wines and Malt,,Convenience Store,,Annual,89606-PK-0010,,MYRTLE STREET SUPERMARKET INC.,45554.0,No,,,11,Myrtle Street,,Adams,MA,01220,"11 Myrtle Street , Adams, MA 01220","11 Myrtle Street , Adams, MA 01220"
91177-PK-0010,223 Columbia LLC,LLC,Off Premise Retail,Issued,46387.0,Active,ADAMS,Mohammed Azim Ashfaq,Adam Mart,Wines and Malt,,Package Store,,Annual,89698-PK-0010,,,46036.0,No,,,223,Columbia Street,,Adams,MA,01220,"223 Columbia Street , Adams, MA 01220","223 Columbia Street , Adams, MA 01220"
00003-CL-0012,Italian Sporting Club,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Aldo Palazzi,,,All Alcoholic Beverages,,Club,Annual,,,,28454.0,No,,,349,Cooper Street,,Agawam,MA,01001,"349 Cooper Street , Agawam, MA 01001","349 Cooper Street , Agawam, MA 01001"
00023-RS-0012,Oak Ridge Golf Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Anthony P Strycharz,,,All Alcoholic Beverages,,Restaurant,Annual,,,,28766.0,Yes,319,1976,850,South Westfield Street,,Agawam,MA,01030,"850 South Westfield Street , Agawam, MA 01030","850 South Westfield Street , Agawam, MA 01030"
00039-RS-0012,Ray-Mor Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Raymond Rossi,Elbow Lounge,,All Alcoholic Beverages,,Restaurant,Annual,,,,30566.0,Yes,41,1981,386,Walnut Street,,Agawam,MA,01001,"386 Walnut Street , Agawam, MA 01001","386 Walnut Street , Agawam, MA 01001"
00013-RS-0012,Buc Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Michael C Fila,BUCCANEER LOUNGE,,All Alcoholic Beverages,,Restaurant,Annual,,,,31335.0,No,,,84-86,Maple Street,,Agawam,MA,01001,"84-86 Maple Street , Agawam, MA 01001","84-86 Maple Street , Agawam, MA 01001"
00005-CL-0012,West Springfield Fish And Game Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,MICHAEL LUCIANI,,,All Alcoholic Beverages,,Club,Annual,,,,31881.0,No,,,329,Garden Street,,Agawam,MA,01030,"329 Garden Street , Agawam, MA 01030","329 Garden Street , Agawam, MA 01030"
00027-CL-0012,Polish American Club Of Agawam Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Kenneth A Kubik,,,All Alcoholic Beverages,,Club,Annual,,,,32917.0,No,,,139,Southwick Street,,Agawam,MA,01030,"139 Southwick Street , Agawam, MA 01030","139 Southwick Street , Agawam, MA 01030"
00028-CL-0012,Am Leg Dept Ma Wilson Thompson Post 185 Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Andrew W. Pajak,,,All Alcoholic Beverages,,Club,Annual,,,,33983.0,No,,,478,Springfield Street,,Agawam,MA,01030,"478 Springfield Street , Agawam, MA 01030","478 Springfield Street , Agawam, MA 01030"
00026-RS-0012,Town Of Agawam,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Thomas James DiRico,,,All Alcoholic Beverages,,Restaurant,Annual,,,,34439.0,No,,,128,Southwick Street,,Agawam,MA,01030,"128 Southwick Street , Agawam, MA 01030","128 Southwick Street , Agawam, MA 01030"
00021-RS-0012,St Anne Country Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Thomas Napolitan,ST ANNES COUNTRY CLUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,35543.0,Yes,318,1976,781,Shoemaker Lane,,Agawam,MA,01001,"781 Shoemaker Lane , Agawam, MA 01001","781 Shoemaker Lane , Agawam, MA 01001"
00011-GP-0012,Riverside Park Enterprises Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Lisa Laing Blackman,SIX FLAGS NEW ENGLAND,,All Alcoholic Beverages,,General On-Premises,Annual,,,,35597.0,No,,,1623,Main Street,,Agawam,MA,01001,"1623 Main Street , Agawam, MA 01001","1623 Main Street , Agawam, MA 01001"
00002-RS-0012,Restaurant Group Luva LLC,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Raffaele L Santaniello,THE FEDERAL,,All Alcoholic Beverages,,Restaurant,Annual,,,,37309.0,No,,,135,Cooper Street,,Agawam,MA,01001,"135 Cooper Street , Agawam, MA 01001","135 Cooper Street , Agawam, MA 01001"
00041-RS-0012,Ebs Franchise Developement Corp,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Edward P Burgatti,E BS SPECIALTY CHICKEN RESTAURANT,,Wines and Malt,,Restaurant,Annual,,,,37939.0,No,,,385,Walnut Street,,Agawam,MA,01001,"385 Walnut Street , Agawam, MA 01001","385 Walnut Street , Agawam, MA 01001"
00037-RS-0012,White Glove Caterers Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Mark A Tansey,PARTNER'S RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,38657.0,No,,,485,Springfield Street,Ste B,Agawam,MA,01030,"485 Springfield Street Ste B, Agawam, MA 01030","485 Springfield Street , Ste B, Agawam, MA 01030"
00038-RS-0012,Ferrentino Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Frank L Ferrentino,FERRENTINOS PIZZARIA AND PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,39373.0,No,,,1676,Main Street,,Agawam,MA,01001,"1676 Main Street , Agawam, MA 01001","1676 Main Street , Agawam, MA 01001"
00032-RS-0012,Fmlb Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Frank Bruno,CASA DI LISA RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,39415.0,No,,,797-803,Springfield Street,,Agawam,MA,01030,"797-803 Springfield Street , Agawam, MA 01030","797-803 Springfield Street , Agawam, MA 01030"
00035-RS-0012,Nal Food Co Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Anthony Liquori,NICKYS PIZZA,,All Alcoholic Beverages,,Restaurant,Annual,,,,40429.0,No,,,1000,Main Street,,Agawam,MA,01001,"1000 Main Street , Agawam, MA 01001","1000 Main Street , Agawam, MA 01001"
00052-RS-0012,342 Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Thomas P Murphy,MURPHYS PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,40814.0,No,,,664,Suffield Street,,Agawam,MA,01001,"664 Suffield Street , Agawam, MA 01001","664 Suffield Street , Agawam, MA 01001"
00020-RS-0012,Crestview National LLC,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,David Fleury,,,All Alcoholic Beverages,,Restaurant,Annual,,,,41038.0,No,,,281,Shoemaker Lane,,Agawam,MA,01001,"281 Shoemaker Lane , Agawam, MA 01001","281 Shoemaker Lane , Agawam, MA 01001"
00030-RS-0012,Siana Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Luigi Dibenedetto,Take Five Restaurant,,All Alcoholic Beverages,,Restaurant,Annual,,,,41114.0,No,,,944,Springfield Street,,Agawam,MA,01030,"944 Springfield Street , Agawam, MA 01030","944 Springfield Street , Agawam, MA 01030"
00053-PK-0012,Emil Krisna Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Rameshbhai Patel,FEEDING HILLS VARIETY,Wines and Malt,,Package Store,,Annual,,,,41206.0,No,,,342,North Westfield Street,,Agawam,MA,01030,"342 North Westfield Street , Agawam, MA 01030","342 North Westfield Street , Agawam, MA 01030"
00043-PK-0012,Riverside Spirits Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Jason J Eisenbeiser,,All Alcoholic Beverages,,Package Store,,Annual,,,,41227.0,No,,,1811,Main Street,,Agawam,MA,01001,"1811 Main Street , Agawam, MA 01001","1811 Main Street , Agawam, MA 01001"
00015-RS-0012,Ade Enterprises Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Antonios Rizos,KAPTAIN JIMMYS,,All Alcoholic Beverages,,Restaurant,Annual,,,,41234.0,No,,,916,Suffield Street,,Agawam,MA,01001,"916 Suffield Street , Agawam, MA 01001","916 Suffield Street , Agawam, MA 01001"
00012-RS-0012,Riverside Park Enterprises Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Lisa Laing,SIX FLAGS NEW ENGLAND,,All Alcoholic Beverages,,Restaurant,Annual,,,,41449.0,No,,,1477,Main Street,,Agawam,MA,01001,"1477 Main Street , Agawam, MA 01001","1477 Main Street , Agawam, MA 01001"
00014-RS-0012,El Forastero LLC,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Ruth Ramirez,,,All Alcoholic Beverages,,Restaurant,Annual,,,,42192.0,No,,,360,North Westfield Street,,Agawam,MA,01030,"360 North Westfield Street , Agawam, MA 01030","360 North Westfield Street , Agawam, MA 01030"
00029-RS-0012,Nliquori Inc,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Nicola Aniello Liquori,THE BACK ROOM,,All Alcoholic Beverages,,Restaurant,Annual,,,,42486.0,No,,,827,Springfield Street,,Agawam,MA,01030,"827 Springfield Street , Agawam, MA 01030","827 Springfield Street , Agawam, MA 01030"
04348-RS-0012,"Macho Taco, LLC",LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,Jose A. Diaz,Macho Taco,,Wines & Malt with Cordial/Liqueurs Permit,,Restaurant,Annual,03909-RS-0012,Purchase,Chagnon Inc,43347.0,No,,,67,Springfield Street,,Agawam,MA,01001,"67 Springfield Street , Agawam, MA 01001","67 Springfield Street , Agawam, MA 01001"
04866-RS-0012,"Afterburner, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Harold Tramazzo,Hangar Pub & Grill,,All Alcoholic Beverages,,Restaurant,Annual,00017-RS-0012,,M Reilly Food Corp,43592.0,No,,,395,River Road,,Agawam,MA,01001,"395 River Road , Agawam, MA 01001","395 River Road , Agawam, MA 01001"
89621-PK-0012,Shree Varniraj Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Harshadkumar Patel,Towne Liquors,All Alcoholic Beverages,,Package Store,,Annual,00049-PK-0012,,F Fusco Inc,43682.0,No,,,384,Walnut Street Extenstion,,Agawam,MA,01001,"384 Walnut Street Extenstion , Agawam, MA 01001","384 Walnut Street Extenstion , Agawam, MA 01001"
89913-PK-0012,Rivaan Liquors Corp.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Paresh Patel,Cheers Liquors,All Alcoholic Beverages,,Package Store,,Annual,00045-PK-0012,,Jfmf Corp,44172.0,No,,,416,Springfield Street,,Agawam,MA,01001,"416 Springfield Street , Agawam, MA 01001","416 Springfield Street , Agawam, MA 01001"
06627-RS-0012,CASA MEX ASSOCIATES LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,Juan L. Torres,RIVERSIDE PUB,,All Alcoholic Beverages,,Restaurant,Annual,00018-RS-0012,,Quest Inc The,44622.0,No,,,1251,River Road,,Agawam,MA,01001,"1251 River Road , Agawam, MA 01001","1251 River Road , Agawam, MA 01001"
07592-GP-0012,Agawam Axe House LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,Robert Manning,,,All Alcoholic Beverages,,General On-Premises,Annual,04530-RS-0012,,"Agawam Beverage Company, LLC",45090.0,No,,,396,Main Street,,Agawam,MA,01001,"396 Main Street , Agawam, MA 01001","396 Main Street , Agawam, MA 01001"
07670-RS-0012,BORDERS HQ LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,JULIAN CHRIS BORDERS,CIGAR ROOM 2,,Wines and Malt,,Restaurant,Annual,03978-RS-0012,,"Cigar Room II, LLC",45134.0,No,,,51,Springfield Street,2nd Fl,Agawam,MA,01001,"51 Springfield Street 2nd Fl, Agawam, MA 01001","51 Springfield Street , Agawam, MA 01001"
08106-RS-0012,Rabbit Hands Entertainment LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,Asia Martenson,Agawam Bowl,,All Alcoholic Beverages,,Restaurant,Annual,00051-RS-0012,,K And P Welker LLC,45373.0,No,,,359-363,Walnut Street Extension,,Agawam,MA,01001,"359-363 Walnut Street Extension , Agawam, MA 01001","359-363 Walnut Street Extension , Agawam, MA 01001"
08364-RS-0012,MICHAEL SARNELLI,Sole Proprietor,On Premise Retail,Issued,46387.0,Active,AGAWAM,MICHAEL SARNELLI,BREWCADE,,Wines and Malt,,Restaurant,Annual,,,,45505.0,No,,,303,Walnut Street,Suite C,Agawam,MA,01001,"303 Walnut Street Suite C, Agawam, MA 01001","303 Walnut Street , Suite C, Agawam, MA 01001"
90839-PK-0012,MRIK Corp.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Govindbhai Patel,McCarthy's Liquors,All Alcoholic Beverages,,Package Store,,Annual,00042-PK-0012,,Maplerock Inc,45516.0,No,,,430,Main Street,,Agawam,MA,01001,"430 Main Street , Agawam, MA 01001","430 Main Street , Agawam, MA 01001"
90874-PK-0012,"Pride Operating, LLC",LLC,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Aimee Jo Cuddy,Pride #638,Wines and Malt,,Convenience Store,,Annual,,,,45572.0,No,,,395,Main Street,,Agawam,MA,01001,"395 Main Street , Agawam, MA 01001","395 Main Street , Agawan, MA 01001-1849"
90877-PK-0012,ALINA MANAGEMENT LLC,LLC,Off Premise Retail,Issued,46387.0,Active,AGAWAM,HEMAL BATTERIWALA,FEEDING HILLS PUBLIC MARKET,Wines and Malt,,Convenience Store,,Annual,,,,45574.0,No,,,634,Springfield Street,,Agawam,MA,01030,"634 Springfield Street , Agawam, MA 01030","634 Springfield Street , Agawam, MA 01030"
90915-PK-0012,KAHAAN LIQUORS CORP,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,GOVINDBHAI PATEL,PHIPP'S DISCOUNT LIQUORS,All Alcoholic Beverages,,Package Store,,Annual,00046-PK-0012,,Sprocket Spirits Inc,45618.0,No,,,1350,Springfield Street,,Agawam,MA,01030,"1350 Springfield Street , Agawam, MA 01030","1350 Springfield Street , Agawam, MA 01030"
90926-PK-0012,P2SP CORP.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,VASANTLAL SHAH,AGAWAM GULF,Wines and Malt,,Package Store,,Annual,,,,45638.0,No,,,18,Springfield Street,,Agawam,MA,01001,"18 Springfield Street , Agawam, MA 01001","18 Springfield Street , Agawam, MA 01001"
08643-RS-0012,D AND G MANAGEMENT COMPANY LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,GARRETT DUNNE,DUNNE TAVERN,,All Alcoholic Beverages,,Restaurant,Annual,05653-RS-0012,,"JGB Industries, Inc.",45672.0,No,,,378,Walnut Street Extension,,Agawam,MA,01001,"378 Walnut Street Extension , Agawam, MA 01001","378 Walnut Street Extension , Agawam, MA 01001"
90945-PK-0012,Shreeji Ne Sung Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Prem Patel,Southgate Liquors,All Alcoholic Beverages,,Package Store,,Annual,00048-PK-0012,,Agawam Liquors Inc,45672.0,No,,,842,Suffield Street,,Agawam,MA,01001,"842 Suffield Street , Agawam, MA 01001","842 Suffield Street , Agawam, MA 01001"
90999-PK-0012,SOUTHBRIDGE LIQUORS INC,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,JAY PATEL,SOUTHBRIDGE LIQUOR AND MART,All Alcoholic Beverages,,Package Store,,Annual,90831-PK-0012,,AGAWAM RETAIL BEVERAGE INC,45765.0,No,,,1,South Bridge Drive,,Agawam,MA,01001,"1 South Bridge Drive , Agawam, MA 01001","1 South Bridge Drive , Agawam, MA 01001"
08936-RS-0012,FRIENDS OF THE BOAT INC,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,DOUGLAS J CHEVALIER,RIVERBOAT BAR AND GRILL,,All Alcoholic Beverages,,Restaurant,Annual,00024-RS-0012,,Fsf Inc,45800.0,No,,,11,South End Bridge Circle,,Agawam,MA,01001,"11 South End Bridge Circle , Agawam, MA 01001","11 South End Bridge , Agawam, MA 01001"
09101-RS-0012,Scoreboard Bar Group Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Thomas Murphy,The Scoreboard Bar & Grill,,All Alcoholic Beverages,,Restaurant,Annual,00007-RS-0012,,Scoreboard Bar And Restaurant Inc,45880.0,No,,,15,King Street,,Agawam,MA,01001,"15 King Street , Agawam, MA 01001","15 King Street , Agawam, MA 01001"
91094-PK-0012,RONAK FOOD MART INC,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,SUSAN RETTURA,CITGO FOOD MART,Wines and Malt,,Package Store,,Annual,,,,45916.0,No,,,650,Suffield Street,,Agawam,MA,01001,"650 Suffield Street , Agawam, MA 01001","650 Suffield Street , Agawam, MA 01001"
09346-RS-0012,KALBHAIRAV INC,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,THAMAN GIRI,BELLA CUCINA,,All Alcoholic Beverages,,Restaurant,Annual,03973-rs-0012,,"Rayonia, Inc.",46007.0,No,,,1422,Main Street,,Agawam,MA,01001,"1422 Main Street , Agawam, MA 01001","1422 Main Street , Agawam, MA 01001"
91172-PK-0012,Agawam Quick Mart Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,AGAWAM,Anna Leora Rice James,,Wines and Malt,,Package Store,,Annual,91075-PK-0012,,ONE RIVER ROAD LLC,46020.0,No,,,1,River Road,,Agawam,MA,01001,"1 River Road , Agawam, MA 01001","1 River Road , Agawam, MA 01001"
09382-RS-0012,K & A Grill Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Jose Diaz,The Well Burger Bar,,All Alcoholic Beverages,,Restaurant,Annual,00022-RS-0012,,The Main St Still Inc,46031.0,No,,,63,Springfield Street,,Agawam,MA,01001,"63 Springfield Street , Agawam, MA 01001","63 Springfield Street , Agawam, MA 01001"
09454-GP-0012,Agawam Cinemas LLC,LLC,On Premise Retail,Issued,46387.0,Active,AGAWAM,Kimberly Wheeler,Agawam Cinemas,,Wines and Malt,,General On-Premises,Annual,,,,46071.0,No,,,866,Suffield Street,,Agawam,MA,01001,"866 Suffield Street , Agawam, MA 01001","866 Suffield Street , Agawam, MA 01001"
09485-RS-0012,"White Glove Caterers, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,AGAWAM,Mark Tansey,,,All Alcoholic Beverages,,Restaurant,Annual,,,,46093.0,No,,,485,Springfield Street,Suite A,Agawam,MA,01030,"485 Springfield Street Suite A, Agawam, MA 01030","485 Springfield Street , Suite A, Agawam, MA 01030"
